d1+Su;d2+Su;d3+Su;d1;d2;d3;x_we;y_we;x_wy;y_wy
4,31757057;7,806656674;6,675713077;4,38634244;7,8;6,8;-3,2;-3;-3,279621444;-2,810755752
4,224991251;7,624024748;6,616414345;4,252058325;7,725283166;6,624198065;-3,2;-2,8;-3,08185177;-2,87470785
4,056959176;7,693521048;6,390012168;4,123105626;7,655063684;6,449806199;-3,2;-2,6;-3,256253584;-2,448632016
3,983416495;7,483201862;6,206910555;4;7,589466384;6,276941931;-3,2;-2,4;-3,126572705;-2,419556305
3,850781561;7,350682005;6,056772761;3,883297568;7,52861209;6,105735009;-3,2;-2,2;-3,030966647;-2,313760225
3,687276106;7,400272157;5,896358905;3,773592453;7,472616677;5,936328832;-3,2;-2;-3,116656102;-1,9839859
3,714114691;7,311559059;5,70246449;3,67151195;7,421590126;5,768882041;-3,2;-1,8;-3,129335619;-1,88685599
3,499465059;7,302959977;5,57004198;3,577708764;7,375635566;5,60357029;-3,2;-1,6;-3,118455126;-1,598483604
3,481310464;7,288972859;5,340563514;3,492849839;7,334848328;5,440588203;-3,2;-1,4;-3,184813411;-1,353787353
3,3306514;7,289310558;5,224570914;3,417601498;7,299315036;5,280151513;-3,2;-1,2;-3,187750815;-1,011568061
3,320032429;7,267207124;5,107426163;3,352610923;7,269112738;5,12249939;-3,2;-1;-3,195680107;-0,928155042
3,172328398;7,236760822;4,891828905;3,2984845;7,244308111;4,967896939;-3,2;-0,8;-1,683640669;-0,502933883
3,235259125;7,144055;4,782905437;3,255764119;7,224956747;4,816637832;-3,2;-0,6;-3,124224146;-0,737758058
3,110437785;7,23828215;4,545586348;3,224903099;7,211102551;4,669047012;-3,2;-0,4;-1,708739499;-0,174745766
3,082573457;7,100004475;4,473030929;3,206243908;7,202777242;4,5254834;-3,2;-0,2;-1,652586529;-0,15982723
3,193326294;7,149933378;4,349513425;3,2;7,2;4,38634244;-3,2;0;-3,152815907;0,249245313
3,107158215;7,135135036;4,22711962;3,206243908;7,202777242;4,252058325;-3,2;0,2;-1,674739126;0,097985337
3,287549086;7,132226413;3,993716286;3,224903099;7,211102551;4,123105626;-3,2;0,4;-3,11543074;0,823620743
3,148654119;7,199842413;4,002622045;3,255764119;7,224956747;4;-3,2;0,6;-1,690674902;0,349546988
3,314180794;7,249846095;3,84863787;3,2984845;7,244308111;3,883297568;-3,2;0,8;-3,198622506;0,865012599
3,363907841;7,255210551;3,743422532;3,352610923;7,269112738;3,773592453;-3,2;1;-3,180985378;1,072473714
3,415995704;7,201931628;3,582039183;3,417601498;7,299315036;3,67151195;-3,2;1,2;-3,093823904;1,366445587
3,444125919;7,263026385;3,492081907;3,492849839;7,334848328;3,577708764;-3,2;1,4;-3,119377955;1,451388904
3,584995774;7,305246816;3,479425189;3,577708764;7,375635566;3,492849839;-3,2;1,6;-3,135566532;1,666577704
3,534021802;7,413862691;3,339029109;3,67151195;7,421590126;3,417601498;-3,2;1,8;-3,185055793;1,628397407
3,610555589;7,39170884;3,289271321;3,773592453;7,472616677;3,352610923;-3,2;2;-3,137720936;1,837390553
3,884917653;7,499208497;3,222004222;3,883297568;7,52861209;3,2984845;-3,2;2,2;-3,142323742;2,285039005
3,959317816;7,526729841;3,20228897;4;7,589466384;3,255764119;-3,2;2,4;-3,136485689;2,405503349
4,114671969;7,639667105;3,097099733;4,123105626;7,655063684;3,224903099;-3,2;2,6;-3,118938888;2,724467483
4,265947228;7,725204159;3,150933861;4,252058325;7,725283166;3,206243908;-3,2;2,8;-3,161228039;2,880411907
4,291531636;7,739470122;3,160491673;4,38634244;7,8;3,2;-3,2;3;-3,16807348;2,906443946
4,401114693;7,808524524;3,156525586;4,5254834;7,879086241;3,206243908;-3,2;3,2;-3,170020903;3,072859263
4,367101876;7,694877808;6,898512624;4,38634244;7,696752562;6,887670143;-3;-3,2;-2,973804144;-3,208903973
4,280026687;7,52213844;6,60581412;4,242640687;7,615773106;6,708203932;-3;-3;-3,006808751;-2,963523379
4,120547466;7,415312155;6,438895266;4,103656906;7,53923073;6,529931087;-3;-2,8;-2,949171772;-2,801615671
3,973301939;7,337845223;6,34047113;3,969886648;7,467261881;6,35295207;-3;-2,6;-2,874084112;-2,700631923
3,845363225;7,294542803;6,169264039;3,841874542;7,4;6,177378085;-3;-2,4;-2,89677225;-2,491486364
3,581845877;7,254693736;5,952008572;3,720215048;7,337574531;6,003332408;-3;-2,2;-2,888583025;-2,149676664
3,540515971;7,247514848;5,788860381;3,605551275;7,280109889;5,830951895;-3;-2;-2,966381239;-1,947753506
3,491918003;7,118856757;5,58568317;3,498571137;7,2277244;5,660388679;-3;-1,8;-2,923920383;-1,839306915
3,420781963;7,15350059;5,454580481;3,4;7,180529228;5,491812087;-3;-1,6;-2,99446243;-1,612182986
3,260003402;7,161045256;5,380257827;3,310589071;7,138627319;5,325410782;-3;-1,4;-2,986220367;-1,358591326
3,119225701;7,064271632;5,174353124;3,231098884;7,102112362;5,16139516;-3;-1,2;-2,930387974;-1,121072255
3,133750379;6,887117684;4,911383429;3,16227766;7,071067812;5;-3;-1;-2,839352394;-1,16662032
3,031919014;6,982867103;4,85494738;3,104834939;7,045565982;4,841487375;-3;-0,8;-2,923508601;-0,828528432
3,111227494;6,999600043;4,682533753;3,059411708;7,025667228;4,686149806;-3;-0,6;-2,983464129;-0,749519419
3,038440433;6,93580406;4,449889857;3,02654919;7,011419257;4,53431362;-3;-0,4;-2,937730532;-0,54723068
2,963656894;6,979858888;4,276762798;3,006659276;7,00285656;4,38634244;-3;-0,2;-1,583260013;-0,051020574
2,989251083;6,939351569;4,16287233;3;7;4,242640687;-3;0;-2,943024289;0,289478145
3,007962843;6,958445851;4,03699581;3,006659276;7,00285656;4,103656906;-3;0,2;-2,956435477;0,41870892
2,960309045;6,94397091;3,970091168;3,02654919;7,011419257;3,969886648;-3;0,4;-2,936528845;0,356854113
2,920610596;6,95175723;3,694521784;3,059411708;7,025667228;3,841874542;-3;0,6;-1,526088072;0,458459431
3,103177533;6,925329595;3,628811259;3,104834939;7,045565982;3,720215048;-3;0,8;-2,879287489;1,01941062
3,062884941;7,073491556;3,552332123;3,16227766;7,071067812;3,605551275;-3;1;-1,563321893;0,68101357
3,169231643;7,022569159;3,490519924;3,231098884;7,102112362;3,498571137;-3;1,2;-2,933063633;1,170198794
3,190524804;7,055387608;3,380137235;3,310589071;7,138627319;3,4;-3;1,4;-2,932772859;1,274990646
3,268518166;7,131294654;3,236781875;3,4;7,180529228;3,310589071;-3;1,6;-2,948880257;1,475028088
3,535836937;7,234462749;3,181835476;3,498571137;7,2277244;3,231098884;-3;1,8;-2,982130093;1,897445917
3,572642211;7,217163046;3,270011051;3,605551275;7,280109889;3,16227766;-3;2;-2,994637529;1,87674709
3,660470466;7,186851535;3,025254524;3,720215048;7,337574531;3,104834939;-3;2,2;-2,860583821;2,221022642
3,769155548;7,270286019;3,023434173;3,841874542;7,4;3,059411708;-3;2,4;-2,901585116;2,351861168
3,989461063;7,391474099;2,911760352;3,969886648;7,467261881;3,02654919;-3;2,6;-2,877570739;2,736804898
4,016856261;7,505652955;2,9502369;4,103656906;7,53923073;3,006659276;-3;2,8;-2,969894435;2,741700798
4,09474421;7,593876654;2,97914238;4,242640687;7,615773106;3;-3;3;-3,021682727;2,823019637
4,24590304;7,655013594;2,994422939;4,38634244;7,696752562;3,006659276;-3;3,2;-3,019342815;3,019199593
4,230322629;7,44424803;6,798438608;4,252058325;7,515317691;6,802940541;-2,8;-3,2;-2,71210208;-3,241067849
3,987985883;7,28369094;6,621681492;4,103656906;7,43236167;6,621178143;-2,8;-3;-2,558274339;-3,078387184
3,915255959;7,33804118;6,345785687;3,959797975;7,353910524;6,440496875;-2,8;-2,8;-2,840749216;-2,685730707
3,851671877;7,20060995;6,244202596;3,820994635;7,280109889;6,260990337;-2,8;-2,6;-2,746092029;-2,657120722
3,581507085;7,111271262;5,987420636;3,687817783;7,211102551;6,08276253;-2,8;-2,4;-2,716211272;-2,335007649
3,496824137;7,119462196;5,906819889;3,560898763;7,147027354;5,905929224;-2,8;-2,2;-2,741880361;-2,193968097
3,440870764;7,0680132;5,710024333;3,440930107;7,088018059;5,730619513;-2,8;-2;-2,791837965;-1,998333366
3,265760803;6,95429959;5,502959467;3,328663395;7,034202158;5,556977596;-2,8;-1,8;-2,726287536;-1,790467608
3,201793041;6,905938038;5,418753562;3,224903099;6,985699679;5,385164807;-2,8;-1,6;-2,698436853;-1,713100113
3,159293951;6,931651612;5,1913867;3,130495168;6,942621983;5,215361924;-2,8;-1,4;-2,80621883;-1,414705501
2,952674614;6,733180992;4,95739722;3,046309242;6,905070601;5,047771786;-2,8;-1,2;-2,641339315;-1,263229372
2,855302074;6,861635891;4,914054673;2,973213749;6,873136111;4,882622246;-2,8;-1;-1,403866694;-0,739328958
2,876681172;6,776328313;4,619685321;2,912043956;6,846897107;4,720169488;-2,8;-0,8;-2,746332078;-0,79214209
2,786174194;6,811453242;4,509234502;2,863564213;6,826419266;4,5607017;-2,8;-0,6;-1,450165698;-0,379364319
2,872436168;6,718408429;4,219763571;2,828427125;6,811754546;4,404543109;-2,8;-0,4;-2,732050354;-0,507078808
2,764274672;6,701567309;4,228463534;2,80713377;6,802940541;4,252058325;-2,8;-0,2;-2,703972006;-0,406673727
2,757484604;6,826262106;3,961814693;2,8;6,8;4,103656906;-2,8;0;-1,475048648;0,123904502
2,779846083;6,787665939;3,844735429;2,80713377;6,802940541;3,959797975;-2,8;0,2;-1,459219018;0,22257983
2,83147993;6,872685326;3,780969689;2,828427125;6,811754546;3,820994635;-2,8;0,4;-1,493619789;0,324304926
2,865584485;6,786036635;3,56194149;2,863564213;6,826419266;3,687817783;-2,8;0,6;-2,746965533;0,785805401
2,890611952;6,771355869;3,493983285;2,912043956;6,846897107;3,560898763;-2,8;0,8;-2,723335455;0,911346723
2,947437021;6,862552376;3,308128037;2,973213749;6,873136111;3,440930107;-2,8;1;-2,762140199;1,073052065
3,077619289;6,889740265;3,266724492;3,046309242;6,905070601;3,328663395;-2,8;1,2;-2,770227494;1,317799161
3,128731987;6,844426256;3,177610992;3,130495168;6,942621983;3,224903099;-2,8;1,4;-2,705563393;1,494331469
3,218782884;6,917649325;3,068109427;3,224903099;6,985699679;3,130495168;-2,8;1,6;-2,725240645;1,67685327
3,234649852;6,998571812;2,981696705;3,328663395;7,034202158;3,046309242;-2,8;1,8;-2,759125849;1,734694811
3,381258931;7,123783559;2,948381378;3,440930107;7,088018059;2,973213749;-2,8;2;-2,826488824;1,923444458
3,48265898;7,120797558;2,765415093;3,560898763;7,147027354;2,912043956;-2,8;2,2;-2,728100129;2,231871541
3,547233084;7,130028487;2,763644041;3,687817783;7,211102551;2,863564213;-2,8;2,4;-2,721793184;2,317781589
3,748376961;7,272508044;2,794998456;3,820994635;7,280109889;2,828427125;-2,8;2,6;-2,79486569;2,539254335
3,818044315;7,287217772;2,849913629;3,959797975;7,353910524;2,80713377;-2,8;2,8;-2,817239932;2,575895475
4,01556843;7,242852422;2,640433827;4,103656906;7,43236167;2,8;-2,8;3;-2,606828481;3,010280051
4,140122067;7,499973479;2,725687221;4,252058325;7,515317691;2,80713377;-2,8;3,2;-2,770761832;3,151241341
4,084699035;7,275241385;6,649625837;4,123105626;7,334848328;6,723094526;-2,6;-3,2;-2,589517615;-3,143382984
3,99343896;7,126560667;6,420919965;3,969886648;7,249827584;6,53911309;-2,6;-3;-2,596432191;-2,950327647
3,755204886;7,165459716;6,363078027;3,820994635;7,169379332;6,356099433;-2,6;-2,8;-2,544765504;-2,788345823
3,525704657;7,07165727;6,083005441;3,676955262;7,09365914;6,174139616;-2,6;-2,6;-2,567371607;-2,452176227
3,473350982;6,874707005;5,923437724;3,538361203;7,022819946;5,993329626;-2,6;-2,4;-2,470932772;-2,414714313
3,311253688;6,868089459;5,835959398;3,405877273;6,957010852;5,813776741;-2,6;-2,2;-2,445570642;-2,258123831
3,28790239;6,872868038;5,524617278;3,280243893;6,89637586;5,635601121;-2,6;-2;-2,642928081;-1,907840716
3,050169317;6,805584831;5,310721581;3,16227766;6,841052551;5,458937626;-2,6;-1,8;-2,600127222;-1,60890624
2,997955968;6,702663281;5,25226856;3,052867504;6,791170739;5,283937925;-2,6;-1,6;-2,510834199;-1,627517987
2,842403067;6,687514619;4,970851581;2,952964612;6,746851117;5,110772936;-2,6;-1,4;-2,563685154;-1,239786567
2,81688848;6,646348036;4,802270624;2,863564213;6,708203932;4,939635614;-2,6;-1,2;-2,572013735;-1,107466814
2,725603949;6,630225883;4,675700596;2,785677655;6,675327707;4,770744177;-2,6;-1;-2,568326742;-0,910329121
2,710575519;6,563678774;4,459936346;2,720294102;6,648308055;4,604345773;-2,6;-0,8;-2,547100865;-0,795855256
2,599204148;6,528121877;4,354601826;2,668332813;6,62721661;4,440720662;-2,6;-0,6;-2,510015287;-0,622376994
2,504041611;6,602656695;4,161027291;2,630589288;6,612110102;4,280186912;-2,6;-0,4;-1,326267051;-0,1971412
2,550715854;6,538145123;4,099489417;2,607680962;6,603029608;4,123105626;-2,6;-0,2;-2,535339223;-0,254035792
2,500416408;6,569757445;3,96485945;2,6;6,6;3,969886648;-2,6;0;-1,322076652;-0,032585598
2,545392583;6,531127355;3,793089915;2,607680962;6,603029608;3,820994635;-2,6;0,2;-2,529932399;0,232852576
2,574818023;6,656165979;3,633231701;2,630589288;6,612110102;3,676955262;-2,6;0,4;-1,354780776;0,302084095
2,51478518;6,611616176;3,521698697;2,668332813;6,62721661;3,538361203;-2,6;0,6;-1,31622857;0,36475393
2,615864739;6,56525333;3,396091471;2,720294102;6,648308055;3,405877273;-2,6;0,8;-2,52417027;0,700675472
2,686036368;6,596285699;3,241136469;2,785677655;6,675327707;3,280243893;-2,6;1;-2,524577952;0,933883646
2,754929215;6,669702648;3,109319882;2,863564213;6,708203932;3,16227766;-2,6;1,2;-2,556399167;1,086176678
2,989992588;6,718438672;2,971568487;2,952964612;6,746851117;3,052867504;-2,6;1,4;-2,55129258;1,53340479
3,046726434;6,716122466;2,955510806;3,052867504;6,791170739;2,952964612;-2,6;1,6;-2,540879002;1,621250497
3,034776594;6,843033777;2,834077322;3,16227766;6,841052551;2,863564213;-2,6;1,8;-2,602530426;1,641622988
3,260447653;6,825252755;2,7725286;3,280243893;6,89637586;2,785677655;-2,6;2;-2,542556751;2,001682336
3,351943469;6,92274206;2,637024508;3,405877273;6,957010852;2,720294102;-2,6;2,2;-2,546609134;2,208536225
3,525852122;6,969023687;2,657449151;3,538361203;7,022819946;2,668332813;-2,6;2,4;-2,558223496;2,396059401
3,663211306;6,99556012;2,516322215;3,676955262;7,09365914;2,630589288;-2,6;2,6;-2,474354207;2,677252169
3,719883542;7,072507698;2,503104972;3,820994635;7,169379332;2,607680962;-2,6;2,8;-2,503216057;2,764910082
3,877760986;7,19611774;2,512985808;3,969886648;7,249827584;2,6;-2,6;3;-2,539389176;2,966157548
4,121100964;7,300960776;2,614421179;4,123105626;7,334848328;2,607680962;-2,6;3,2;-2,586729492;3,177044027
3,972050469;7,137550849;6,626793811;4;7,155417528;6,648308055;-2,4;-3,2;-2,384245906;-3,179532269
3,743529211;6,982812671;6,407825085;3,841874542;7,068238819;6,462197769;-2,4;-3;-2,296640207;-2,967034847
3,62922131;6,977438994;6,212206157;3,687817783;6,985699679;6,276941931;-2,4;-2,8;-2,416224608;-2,714332739
3,435331445;6,875209394;6,055666945;3,538361203;6,907966416;6,092618485;-2,4;-2,6;-2,33417601;-2,546506441
3,46843917;6,85480707;5,888743883;3,39411255;6,835202996;5,909314681;-2,4;-2,4;-2,474473616;-2,38960804
3,259344922;6,70521547;5,58948845;3,255764119;6,767569726;5,727128425;-2,4;-2,2;-2,431942638;-2,103424191
3,13003725;6,661629131;5,576017608;3,12409987;6,705221846;5,54616985;-2,4;-2;-2,340777908;-2,070539044
3,000339371;6,640693815;5,299300756;3;6,648308055;5,366563146;-2,4;-1,8;-2,429259339;-1,738277251
2,878411025;6,527252889;5,151990519;2,88444102;6,596969001;5,188448708;-2,4;-1,6;-2,349726038;-1,627419137
2,725266203;6,517576445;5,079233157;2,778488798;6,551335742;5,011985634;-2,4;-1,4;-2,318508359;-1,464880642
2,626079586;6,441483688;4,853129969;2,683281573;6,511528238;4,837354649;-2,4;-1,2;-2,311941635;-1,254229403
2,516324913;6,425896518;4,55306405;2,6;6,477653896;4,664761516;-2,4;-1;-2,361255586;-0,878877236
2,495839352;6,42555264;4,47291009;2,529822128;6,449806199;4,494441011;-2,4;-0,8;-2,374878811;-0,776515595
2,423662542;6,408651191;4,252152907;2,473863375;6,428063472;4,326661531;-2,4;-0,6;-2,383742292;-0,464584532
2,296745911;6,334623522;4,151836671;2,433105012;6,412487817;4,161730409;-2,4;-0,4;-1,165908352;-0,312648396
2,433514428;6,399107174;3,922137659;2,408318916;6,403124237;4;-2,4;-0,2;-2,402964525;-0,231886871
2,367432557;6,295574509;3,821906694;2,4;6,4;3,841874542;-2,4;0;-2,305483052;-0,260418143
2,378970146;6,276909756;3,622261835;2,408318916;6,403124237;3,687817783;-2,4;0,2;-2,285642181;0,432884588
2,464944403;6,262360686;3,455554539;2,433105012;6,412487817;3,538361203;-2,4;0,4;-2,267503938;0,706419651
2,345263142;6,325509488;3,261422585;2,473863375;6,428063472;3,39411255;-2,4;0,6;-2,286099124;0,567551997
2,498292924;6,352997202;3,210678201;2,529822128;6,449806199;3,255764119;-2,4;0,8;-2,310199523;0,881048828
2,58151382;6,411579715;3,105483364;2,6;6,477653896;3,12409987;-2,4;1;-2,341227681;1,040879019
2,622699983;6,447127143;2,967105168;2,683281573;6,511528238;3;-2,4;1,2;-2,339252997;1,182140183
2,777474859;6,484201839;2,916803277;2,778488798;6,551335742;2,88444102;-2,4;1,4;-2,355024642;1,406178384
2,772228522;6,440735189;2,73976628;2,88444102;6,596969001;2,778488798;-2,4;1,6;-2,269296584;1,550546164
2,833946727;6,45343295;2,625174667;3;6,648308055;2,683281573;-2,4;1,8;-2,239869669;1,703176203
3,079813294;6,634271407;2,531978505;3,12409987;6,705221846;2,6;-2,4;2;-2,324435355;2,013927667
3,228486953;6,693694054;2,485749062;3,255764119;6,767569726;2,529822128;-2,4;2,2;-2,330432284;2,2098849
3,323153084;6,760975638;2,511456913;3,39411255;6,835202996;2,473863375;-2,4;2,4;-2,376313486;2,291239406
3,582421412;6,866986023;2,422920346;3,538361203;6,907966416;2,433105012;-2,4;2,6;-2,356151888;2,652384864
3,70053384;6,856433847;2,237305591;3,687817783;6,985699679;2,408318916;-2,4;2,8;-2,211346105;2,935561368
3,851147303;7,020483061;2,277903599;3,841874542;7,068238819;2,4;-2,4;3;-2,285049028;3,114486168
3,98452354;7,141998946;2,452900239;4;7,155417528;2,408318916;-2,4;3,2;-2,430760826;3,130923625
3,822440964;6,91665804;6,471814503;3,883297568;6,977105417;6,578753681;-2,2;-3,2;-2,217054865;-3,098137779
3,540943307;6,802183338;6,397511408;3,720215048;6,887670143;6,390618123;-2,2;-3;-1,914622751;-3,014338608
3,456857112;6,764551413;6,079110256;3,560898763;6,802940541;6,203224968;-2,2;-2,8;-2,214878551;-2,657179787
3,428353805;6,737007684;5,923547787;3,405877273;6,723094526;6,016643583;-2,2;-2,6;-2,309946051;-2,495876126
3,152935994;6,646644721;5,834180885;3,255764119;6,648308055;5,830951895;-2,2;-2,4;-2,125313052;-2,366423742
3,106920544;6,530086628;5,611856714;3,111269837;6,578753681;5,646237685;-2,2;-2,2;-2,176973522;-2,196496943
2,946609931;6,443094392;5,510340287;2,973213749;6,51459899;5,462600113;-2,2;-2;-2,083013376;-2,091464508
2,745845343;6,369086216;5,231619913;2,842534081;6,456004957;5,280151513;-2,2;-1,8;-2,10367981;-1,775242318
2,674369933;6,298958801;4,985118859;2,720294102;6,403124237;5,099019514;-2,2;-1,6;-2,142327844;-1,554398569
2,520981798;6,287658756;4,86818556;2,607680962;6,356099433;4,91934955;-2,2;-1,4;-2,128552489;-1,362010003
2,390989287;6,229720714;4,667564176;2,505992817;6,315061362;4,741307836;-2,2;-1,2;-2,112769748;-1,136400666
2,313278694;6,279854927;4,540837136;2,416609195;6,280127387;4,565084884;-2,2;-1;-2,176383213;-0,835006027
2,273464431;6,280677863;4,398860129;2,340939982;6,251399843;4,39089968;-2,2;-0,8;-1,090201191;-0,551754462
2,223435642;6,23030919;4,158025547;2,28035085;6,228964601;4,219004622;-2,2;-0,6;-1,102881612;-0,360364411
2,162244778;6,120401577;4,066522409;2,236067977;6,212889827;4,049691346;-2,2;-0,4;-2,10281251;-0,493833595
2,236345045;6,206868291;3,826418199;2,209072203;6,203224968;3,883297568;-2,2;-0,2;-2,209955845;-0,228009149
2,217474894;6,144741135;3,680774279;2,2;6,2;3,720215048;-2,2;0;-2,155479201;0,255724638
2,157433652;6,131399196;3,524838212;2,209072203;6,203224968;3,560898763;-2,2;0,2;-2,131185875;0,269604833
2,199025845;6,112079632;3,363511648;2,236067977;6,212889827;3,405877273;-2,2;0,4;-2,108122419;0,516305739
2,362411242;6,203781716;3,279090585;2,28035085;6,228964601;3,255764119;-2,2;0,6;-2,189067951;0,74801894
2,305387349;6,182163963;3,050939228;2,340939982;6,251399843;3,111269837;-2,2;0,8;-2,130151926;0,856783297
2,295529737;6,191280456;2,964964431;2,416609195;6,280127387;2,973213749;-2,2;1;-2,120067033;0,896801861
2,484538725;6,25624891;2,93112706;2,505992817;6,315061362;2,842534081;-2,2;1,2;-2,173686083;1,140453022
2,645653305;6,304716283;2,663354343;2,607680962;6,356099433;2,720294102;-2,2;1,4;-2,142273179;1,506752547
2,703798908;6,326533685;2,61201443;2,720294102;6,403124237;2,607680962;-2,2;1,6;-2,142199322;1,601914593
2,804539212;6,43081127;2,396340448;2,842534081;6,456004957;2,505992817;-2,2;1,8;-2,142944985;1,842813656
2,930956613;6,48107348;2,298384064;2,973213749;6,51459899;2,416609195;-2,2;2;-2,131378027;2,045254595
3,000697239;6,47293572;2,327570137;3,111269837;6,578753681;2,340939982;-2,2;2,2;-2,130249909;2,099544398
3,24157729;6,509018553;2,236489626;3,255764119;6,648308055;2,28035085;-2,2;2,4;-2,083049848;2,411150697
3,274714059;6,67415358;2,205993663;3,405877273;6,723094526;2,236067977;-2,2;2,6;-2,177601396;2,479932459
3,412440635;6,819419468;2,155663228;3,560898763;6,802940541;2,209072203;-2,2;2,8;-2,213959165;2,690047074
3,609935134;6,959451467;2,245859672;3,720215048;6,887670143;2,2;-2,2;3;-2,303169479;2,859079742
3,852489233;6,917289757;2,208836452;3,883297568;6,977105417;2,209072203;-2,2;3,2;-2,179053245;3,141306993
3,767864441;6,628789083;6,41884048;3,773592453;6,8;6,51459899;-2;-3,2;-1,942684629;-3,168733967
3,483385663;6,63221259;6,329914892;3,605551275;6,708203932;6,32455532;-2;-3;-1,783742394;-3,020080998
3,315818967;6,548983418;6,118815524;3,440930107;6,621178143;6,13514466;-2;-2,8;-1,831868891;-2,791232928
3,079876791;6,563472856;5,791495291;3,280243893;6,53911309;5,946427499;-2;-2,6;-2,032258072;-2,352749504
3,068301818;6,400323809;5,715319747;3,12409987;6,462197769;5,75847202;-2;-2,4;-1,943243243;-2,374644356
2,957414144;6,262939643;5,582747696;2,973213749;6,390618123;5,571355311;-2;-2,2;-1,860238554;-2,282647334
2,776680594;6,283377288;5,275712604;2,828427125;6,32455532;5,385164807;-2;-2;-2,010900555;-1,897863601
2,638255074;6,231520634;5,155377801;2,690724809;6,264183905;5,2;-2;-1,8;-1,972737582;-1,756565144
2,534964465;6,098389609;4,853237639;2,561249695;6,209669879;5,015974482;-2;-1,6;-1,970035973;-1,516314687
2,386635729;6,055350227;4,777677126;2,441311123;6,16116872;4,833218389;-2;-1,4;-1,910226734;-1,407388127
2,30048322;5,996510306;4,512339283;2,332380758;6,118823416;4,65188134;-2;-1,2;-1,931713311;-1,1653577
2,137812325;5,989078784;4,410853025;2,236067977;6,08276253;4,472135955;-2;-1;-1,90693494;-0,970951236
2,089808663;6,053959802;4,236756827;2,154065923;6,05309838;4,294182111;-2;-0,8;-1,996813187;-0,655768829
2,074921885;5,966584016;4,002792306;2,088061302;6,029925373;4,118252056;-2;-0,6;-1,9608392;-0,585730521
2,024913424;5,926537454;3,815280189;2,039607805;6,013318551;3,944616585;-2;-0,4;-1,935776782;-0,432515444
1,983793424;5,983097274;3,746465781;2,009975124;6,003332408;3,773592453;-2;-0,2;-1,979476033;-0,142654769
1,912570344;5,951004032;3,516153251;2;6;3,605551275;-2;0;-0,963200774;0,041302444
1,965657196;5,930495378;3,425264022;2,009975124;6,003332408;3,440930107;-2;0,2;-1,932683867;0,269285538
1,97973663;5,939202365;3,240317909;2,039607805;6,013318551;3,280243893;-2;0,4;-1,927890928;0,427603291
1,973573744;5,968965503;3,015315859;2,088061302;6,029925373;3,12409987;-2;0,6;-1,921826195;0,493838665
2,077386272;6,057235566;2,934778356;2,154065923;6,05309838;2,973213749;-2;0,8;-1,989339059;0,662854347
2,163763307;6,052321979;2,792849688;2,236067977;6,08276253;2,828427125;-2;1;-1,962955225;0,946030487
2,262048416;6,005734254;2,730451327;2,332380758;6,118823416;2,690724809;-2;1,2;-1,917592233;1,145386486
2,393812817;6,193504243;2,508894367;2,441311123;6,16116872;2,561249695;-2;1,4;-2,008560619;1,363741316
2,573060542;6,189403655;2,390940952;2,561249695;6,209669879;2,441311123;-2;1,6;-1,967502305;1,652766148
2,560693229;6,177264715;2,264845331;2,690724809;6,264183905;2,332380758;-2;1,8;-1,914591565;1,728327719
2,827559075;6,320155799;2,199805414;2,828427125;6,32455532;2,236067977;-2;2;-1,982293585;2,024742321
2,919399507;6,366335224;2,076867439;2,973213749;6,390618123;2,154065923;-2;2,2;-1,954759768;2,200704376
3,125519465;6,376078779;1,964226219;3,12409987;6,462197769;2,088061302;-2;2,4;-1,880755421;2,482582894
3,22385574;6,41439167;2,005120543;3,280243893;6,53911309;2,039607805;-2;2,6;-1,909591167;2,552129598
3,453605807;6,501049121;1,875792059;3,440930107;6,621178143;2,009975124;-2;2,8;-1,843569586;2,885765476
3,543334998;6,653946128;2,008250036;3,605551275;6,708203932;2;-2;3;-1,991858818;2,912448653
3,739597125;6,771353423;1,921129603;3,773592453;6,8;2,009975124;-2;3,2;-1,927785389;3,241556277
3,620690697;6,627197354;6,440875029;3,67151195;6,624198065;6,456004957;-1,8;-3,2;-1,767723975;-3,173630904
3,43552246;6,463940526;6,334312853;3,498571137;6,529931087;6,264183905;-1,8;-3;-1,536897912;-3,096450491
3,297719899;6,359375855;6,001251785;3,328663395;6,440496875;6,07289058;-1,8;-2,8;-1,780028214;-2,754249613
3,120706785;6,374281197;5,818289744;3,16227766;6,356099433;5,882176468;-1,8;-2,6;-1,853823971;-2,51245446
2,958105827;6,311869925;5,696059568;3;6,276941931;5,692099788;-1,8;-2,4;-1,795668966;-2,37264442
2,768889603;6,106839402;5,514736332;2,842534081;6,203224968;5,502726597;-1,8;-2,2;-1,644703151;-2,242634169
2,639443211;6,079528965;5,195431251;2,690724809;6,13514466;5,314132102;-1,8;-2;-1,808432835;-1,898228912
2,362870947;5,978846045;5,1473723;2,545584412;6,07289058;5,126402247;-1,8;-1,8;-1,577340202;-1,805192576
2,333629877;5,923914286;4,871985455;2,408318916;6,016643583;4,939635614;-1,8;-1,6;-1,722183326;-1,567028585
2,265365508;5,877739668;4,584568097;2,28035085;5,966573556;4,75394573;-1,8;-1,4;-1,791903343;-1,30332575
2,077022175;5,928480326;4,586160971;2,163330765;5,922837158;4,569463864;-1,8;-1,2;-1,7623088;-1,14660651
2,066912114;5,85895728;4,345310242;2,059126028;5,885575588;4,38634244;-1,8;-1;-1,793105116;-0,996043882
